am_sid,comname,kingdom,phylum,class,order,family,iucn_sid,am_sciname,sciname
w-pol-130140,spotted chevron worm,animalia,annelida,polychaeta,aciculata,goniadidae,NA,goniada maculata,goniada maculata
its-89852,,animalia,arthropoda,malacostraca,lophogastrida,eucopiidae,NA,eucopia grimaldii,eucopia grimaldii
its-89818,,animalia,arthropoda,malacostraca,lophogastrida,lophogastridae,NA,gnathophausia zoea,gnathophausia zoea
its-89928,,animalia,arthropoda,malacostraca,mysida,mysidae,NA,boreomysis arctica,boreomysis arctica
w-pol-130246,,animalia,annelida,polychaeta,aciculata,lumbrineridae,NA,lumbrineris inflata,lumbrineris inflata
w-pol-333891,,animalia,annelida,polychaeta,aciculata,lumbrineridae,NA,lumbrineris japonica,lumbrineris japonica
w-pol-130248,,animalia,annelida,polychaeta,aciculata,lumbrineridae,NA,lumbrineris latreilli,lumbrineris latreilli
slb-2289,,animalia,annelida,polychaeta,aciculata,lumbrineridae,NA,lumbrineris tenuis,scoletoma tenuis
w-pho-128548,,animalia,phoronida,not assigned,not assigned,phoronidae,NA,phoronis hippocrepia,phoronis hippocrepia
w-pol-130344,,animalia,annelida,polychaeta,aciculata,nephtyidae,NA,aglaophamus malmgreni,aglaophamus malmgreni
slb-23149,,animalia,arthropoda,malacostraca,tanaidacea,leptocheliidae,NA,leptochelia dubia,leptochelia dubia
w-pol-130362,,animalia,annelida,polychaeta,aciculata,nephtyidae,NA,nephtys incisa,nephtys incisa
w-tnd-247737,,animalia,arthropoda,malacostraca,tanaidacea,tanaidae,NA,sinelobus stanfordi,sinelobus stanfordi
slb-23550,,animalia,arthropoda,maxillopoda,calanoida,acartiidae,NA,acartia danae,acartia danae
slb-23561,,animalia,arthropoda,maxillopoda,calanoida,acartiidae,NA,acartia longiremis,acartia longiremis
w-cop-104468,,animalia,arthropoda,maxillopoda,calanoida,calanidae,NA,mesocalanus tenuicornis,mesocalanus tenuicornis
w-cop-104510,,animalia,arthropoda,maxillopoda,calanoida,clausocalanidae,NA,ctenocalanus vanus,ctenocalanus vanus
slb-2396,clam worm,animalia,annelida,polychaeta,aciculata,nereididae,NA,neanthes succinea,alitta succinea
slb-24240,,animalia,arthropoda,maxillopoda,calanoida,paracalanidae,NA,paracalanus parvus,paracalanus parvus
w-pol-130404,,animalia,annelida,polychaeta,aciculata,nereididae,NA,nereis pelagica,nereis pelagica
w-pol-130407,,animalia,annelida,polychaeta,aciculata,nereididae,NA,nereis zonata,nereis zonata
w-pol-130417,dumeril's clam worm,animalia,annelida,polychaeta,aciculata,nereididae,NA,platynereis dumerilii,platynereis dumerilii
w-pol-129854,opal worm,animalia,annelida,polychaeta,aciculata,oenonidae,NA,arabella iricolor,arabella iricolor
w-cop-106656,,animalia,arthropoda,maxillopoda,cyclopoida,oithonidae,NA,oithona similis,oithona similis
w-cop-115509,,animalia,arthropoda,maxillopoda,harpacticoida,aegisthidae,NA,aegisthus mucronatus,aegisthus mucronatus
w-pol-157357,,animalia,annelida,polychaeta,aciculata,oenonidae,NA,drilonereis longa,drilonereis longa
w-pol-326964,ornate tube worm,animalia,annelida,polychaeta,aciculata,onuphidae,NA,diopatra ornata,diopatra ornata
w-pol-130467,,animalia,annelida,polychaeta,aciculata,onuphidae,NA,nothria conchylega,nothria conchylega
w-pho-128549,,animalia,phoronida,not assigned,not assigned,phoronidae,NA,phoronis muelleri,phoronis muelleri
w-pol-130545,,animalia,annelida,polychaeta,aciculata,paralacydoniidae,NA,paralacydonia paradoxa,paralacydonia paradoxa
w-pol-130603,,animalia,annelida,polychaeta,aciculata,pholoidae,NA,pholoe minuta,pholoe minuta
slb-2659,,animalia,annelida,polychaeta,aciculata,phyllodocidae,NA,eulalia sanguinea,eumida sanguinea
w-pol-130639,greenleaf worm,animalia,annelida,polychaeta,aciculata,phyllodocidae,NA,eulalia viridis,eulalia viridis
w-pol-130644,blood-colored phyllodocid worm,animalia,annelida,polychaeta,aciculata,phyllodocidae,NA,eumida sanguinea,eumida sanguinea
slb-2673,,animalia,annelida,polychaeta,aciculata,phyllodocidae,NA,genetyllis castanea,nereiphylla castanea
w-pol-130649,,animalia,annelida,polychaeta,aciculata,phyllodocidae,NA,hesionura elongata,hesionura elongata
w-pol-157521,,animalia,annelida,polychaeta,aciculata,phyllodocidae,NA,paranaitis polynoides,paranaitis polynoides
w-pho-128550,,animalia,phoronida,not assigned,not assigned,phoronidae,NA,phoronis ovalis,phoronis ovalis
w-cop-116665,,animalia,arthropoda,maxillopoda,harpacticoida,tisbidae,NA,tisbe furcata,tisbe furcata
its-89561,duck barnacle,animalia,arthropoda,maxillopoda,pedunculata,lepadidae,NA,lepas anatifera,lepas anatifera
its-89476,leaf barnacle,animalia,arthropoda,maxillopoda,pedunculata,pollicipedidae,NA,pollicipes polymerus,pollicipes polymerus
w-pol-130695,,animalia,annelida,polychaeta,aciculata,pilargidae,NA,ancistrosyllis groenlandica,ancistrosyllis groenlandica
slb-2747,,animalia,annelida,polychaeta,aciculata,pilargidae,NA,parandalia fauveli,hermundura fauveli
w-pol-157568,,animalia,annelida,polychaeta,aciculata,pilargidae,NA,sigambra bassi,sigambra bassi
w-pol-130707,,animalia,annelida,polychaeta,aciculata,pisionidae,NA,pisione remota,pisione remota
its-89606,,animalia,arthropoda,maxillopoda,sessilia,balanidae,NA,balanus crenatus,balanus crenatus
its-89613,giant acorn barnacle,animalia,arthropoda,maxillopoda,sessilia,balanidae,NA,balanus nubilis,balanus nubilus
its-89658,california barnacle,animalia,arthropoda,maxillopoda,sessilia,balanidae,NA,megabalanus californicus,megabalanus californicus
w-ost-128398,,animalia,arthropoda,ostracoda,podocopida,xestoleberididae,NA,xestoleberis aurantia,xestoleberis aurantia
w-pyc-239888,,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,achelia alaskensis,achelia alaskensis
w-pyc-240271,sea spiders,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,achelia assimilis,achelia assimilis
w-pyc-134598,,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,achelia borealis,achelia borealis
w-pyc-239549,,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,achelia latifrons,achelia latifrons
w-pyc-158476,,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,achelia spinosa,achelia spinosa
w-pyc-239506,,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,ascorhynchus japonicus,ascorhynchus japonicum
w-pyc-239658,,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,sericosura venticola,sericosura venticola
w-pyc-240357,,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,tanystylum duospinum,tanystylum duospinum
slb-29559,yellow hairy sea spider,animalia,arthropoda,pycnogonida,pantopoda,ammotheidae,NA,tanystylum grossifemora,tanystylum grossifemorum
w-pyc-239465,,animalia,arthropoda,pycnogonida,pantopoda,callipallenidae,NA,anoropallene palpida,anoropallene palpida
w-pyc-239456,,animalia,arthropoda,pycnogonida,pantopoda,callipallenidae,NA,callipallene californiensis,callipallene californiensis
w-pyc-134655,,animalia,arthropoda,pycnogonida,pantopoda,callipallenidae,NA,pseudopallene circularis,pseudopallene circularis
w-pyc-134663,,animalia,arthropoda,pycnogonida,pantopoda,colossendeidae,NA,colossendeis colossea,colossendeis colossea
w-pyc-134664,,animalia,arthropoda,pycnogonida,pantopoda,colossendeidae,NA,colossendeis cucurbita,colossendeis cucurbita
w-pyc-134666,,animalia,arthropoda,pycnogonida,pantopoda,colossendeidae,NA,colossendeis macerrima,colossendeis macerrima
w-pyc-134667,,animalia,arthropoda,pycnogonida,pantopoda,colossendeidae,NA,colossendeis minor,colossendeis minor
w-pyc-239761,,animalia,arthropoda,pycnogonida,pantopoda,colossendeidae,NA,hedgpethia chitinosa,hedgpethia chitinosa
w-pyc-134682,,animalia,arthropoda,pycnogonida,pantopoda,nymphonidae,NA,nymphon brevitarse,nymphon brevitarse
w-pyc-134688,,animalia,arthropoda,pycnogonida,pantopoda,nymphonidae,NA,nymphon grossipes,nymphon grossipes
w-pyc-239872,giant sea spider,animalia,arthropoda,pycnogonida,pantopoda,nymphonidae,NA,nymphon pixellae,nymphon pixellae
w-pyc-134716,,animalia,arthropoda,pycnogonida,pantopoda,phoxichilidiidae,NA,anoplodactylus californicus,anoplodactylus californicus
w-pyc-134729,,animalia,arthropoda,pycnogonida,pantopoda,phoxichilidiidae,NA,anoplodactylus typhlops,anoplodactylus typhlops
w-pyc-239846,,animalia,arthropoda,pycnogonida,pantopoda,phoxichilidiidae,NA,anoplodactylus viridintestinalis,anoplodactylus viridintestinalis
w-pyc-134741,,animalia,arthropoda,pycnogonida,pantopoda,phoxichilidiidae,NA,phoxichilidium femoratum,phoxichilidium femoratum
w-pyc-240277,,animalia,arthropoda,pycnogonida,pantopoda,pycnogonidae,NA,pycnogonum stearnsi,pycnogonum stearnsi
w-bra-235615,lampshell,animalia,brachiopoda,articulata,terebratulida,laqueidae,NA,terebratalia transversa,terebratalia transversa
w-bra-183339,,animalia,brachiopoda,inarticulata,acrotretida,discinidae,NA,pelagodiscus atlanticus,pelagodiscus atlanticus
w-prl-101160,,animalia,priapulida,priapulomorpha,not assigned,priapulidae,NA,priapulus caudatus,priapulus caudatus
w-cha-105414,,animalia,chaetognatha,not assigned,not assigned,eukrohniidae,NA,eukrohnia bathypelagica,eukrohnia bathypelagica
w-cha-105416,,animalia,chaetognatha,not assigned,not assigned,eukrohniidae,NA,eukrohnia hamata,eukrohnia hamata
w-cha-105431,,animalia,chaetognatha,not assigned,not assigned,sagittidae,NA,caecosagitta macrocephala,caecosagitta macrocephala
w-cha-105440,,animalia,chaetognatha,not assigned,not assigned,sagittidae,NA,parasagitta elegans,parasagitta elegans
w-cha-105441,,animalia,chaetognatha,not assigned,not assigned,sagittidae,NA,parasagitta friderici,parasagitta friderici
w-cha-105445,,animalia,chaetognatha,not assigned,not assigned,sagittidae,NA,pseudosagitta maxima,pseudosagitta maxima
slb-30831,,animalia,chaetognatha,not assigned,not assigned,sagittidae,NA,pseudosagitta scrippsae,pseudosagitta lyra
w-pol-131290,,animalia,annelida,polychaeta,phyllodocida,syllidae,NA,eusyllis blomstrandi,eusyllis blomstrandi
w-pol-333453,,animalia,annelida,polychaeta,phyllodocida,syllidae,NA,exogone dispar,exogone dispar
slb-3281,,animalia,annelida,polychaeta,phyllodocida,syllidae,NA,exogone lourei,exogone lourei
w-pol-157583,,animalia,annelida,polychaeta,phyllodocida,syllidae,NA,syllis cornuta,syllis cornuta
w-pol-131435,,animalia,annelida,polychaeta,phyllodocida,syllidae,NA,syllis gracilis,syllis gracilis
w-pol-131465,,animalia,annelida,polychaeta,phyllodocida,syllidae,NA,trypanosyllis gigantea,trypanosyllis gigantea
slb-3419,,animalia,annelida,polychaeta,phyllodocida,syllidae,NA,typosyllis cornuta,syllis cornuta
slb-3428,,animalia,annelida,polychaeta,phyllodocida,syllidae,NA,typosyllis hyalina,syllis hyalina
w-pol-129784,gunner's amphatretid worm,animalia,annelida,polychaeta,canalipalpata,ampharetidae,NA,amphicteis gunneri,amphicteis gunneri
w-pol-326344,,animalia,annelida,polychaeta,canalipalpata,ampharetidae,NA,amphicteis scaphobranchiata,amphicteis scaphobranchiata
w-pol-129914,fairy tubeworm,animalia,annelida,polychaeta,canalipalpata,chaetopteridae,NA,chaetopterus variopedatus,chaetopterus variopedatus
w-pho-128555,large green phoronid,animalia,phoronida,not assigned,not assigned,phoronidae,NA,phoronopsis harmeri,phoronopsis harmeri
w-pol-157487,,animalia,annelida,polychaeta,canalipalpata,chaetopteridae,NA,mesochaetopterus taylori,mesochaetopterus taylori
w-pol-330562,chaetopterid worm,animalia,annelida,polychaeta,canalipalpata,chaetopteridae,NA,phyllochaetopterus prolifica,phyllochaetopterus prolifica
w-pol-129922,glassy tube worm,animalia,annelida,polychaeta,canalipalpata,chaetopteridae,NA,spiochaetopterus costarum,spiochaetopterus costarum
w-pol-129938,,animalia,annelida,polychaeta,canalipalpata,cirratulidae,NA,aphelochaeta marioni,aphelochaeta marioni
w-pol-129955,,animalia,annelida,polychaeta,canalipalpata,cirratulidae,NA,chaetozone setosa,chaetozone setosa
w-pol-327435,colonial tube worm,animalia,annelida,polychaeta,canalipalpata,cirratulidae,NA,dodecaceria fewkesi,dodecaceria fewkesi
slb-36698,,animalia,chordata,appendicularia,copelata,oikopleuridae,NA,oikopleura dioica,oikopleura dioica
slb-36705,,animalia,chordata,appendicularia,copelata,oikopleuridae,NA,oikopleura labradoriensis,oikopleura labradoriensis
slb-36706,,animalia,chordata,appendicularia,copelata,oikopleuridae,NA,oikopleura longicauda,oikopleura longicauda
w-asc-103700,,animalia,chordata,ascidiacea,enterogona,ascidiidae,NA,ascidia callosa,ascidia callosa
w-asc-249976,california sea squirt,animalia,chordata,ascidiacea,enterogona,ascidiidae,NA,ascidia ceratodes,ascidia ceratodes
w-asc-250022,glassy tunicate,animalia,chordata,ascidiacea,enterogona,ascidiidae,NA,ascidia paratropa,ascidia paratropa
w-asc-103714,plum-like ascidia,animalia,chordata,ascidiacea,enterogona,ascidiidae,NA,ascidia prunum,ascidia prunum
w-asc-103732,sea vase,animalia,chordata,ascidiacea,enterogona,cionidae,NA,ciona intestinalis,ciona intestinalis
w-asc-250311,lightbulb tunicate,animalia,chordata,ascidiacea,enterogona,clavelinidae,NA,clavelina huntsmani,clavelina huntsmani
w-pol-130099,,animalia,annelida,polychaeta,canalipalpata,flabelligeridae,NA,brada villosa,bradabyssa villosa
w-asc-250378,solitary tunicate,animalia,chordata,ascidiacea,enterogona,corellidae,NA,corella willmeriana,corella willmeriana
w-asc-146902,white didemnid,animalia,chordata,ascidiacea,enterogona,didemnidae,NA,didemnum candidum,didemnum candidum
w-asc-250480,pacific white crust,animalia,chordata,ascidiacea,enterogona,didemnidae,NA,didemnum carnulentum,didemnum carnulentum
w-asc-103579,gray encrusting compound tunicate,animalia,chordata,ascidiacea,enterogona,didemnidae,NA,diplosoma listerianum,diplosoma listerianum
w-pol-130113,,animalia,annelida,polychaeta,canalipalpata,flabelligeridae,NA,pherusa plumosa,pherusa plumosa
w-asc-250653,,animalia,chordata,ascidiacea,enterogona,euherdmanniidae,NA,euherdmania claviformis,euherdmania claviformis
w-asc-250152,mushroom tunicate,animalia,chordata,ascidiacea,enterogona,holozoidae,NA,distaplia occidentalis,distaplia occidentalis
w-asc-250160,stalked compound tunicate,animalia,chordata,ascidiacea,enterogona,holozoidae,NA,distaplia smithi,distaplia smithi
w-asc-250432,lobed tunicate,animalia,chordata,ascidiacea,enterogona,polycitoridae,NA,cystodytes lobatus,cystodytes lobatus
w-pol-130544,tubeworm,animalia,annelida,polychaeta,canalipalpata,oweniidae,NA,owenia fusiformis,owenia fusiformis
w-asc-215889,red sea pork,animalia,chordata,ascidiacea,enterogona,polyclinidae,NA,aplidium solidum,aplidium solidum
w-asc-251245,social tunicate,animalia,chordata,ascidiacea,enterogona,pycnoclavellidae,NA,pycnoclavella stanleyi,pycnoclavella stanleyi
w-asc-249962,,animalia,chordata,ascidiacea,pleurogona,hexacrobylidae,NA,asajirus indicus,asajirus indicus
w-asc-103788,common sea grape,animalia,chordata,ascidiacea,pleurogona,molgulidae,NA,molgula manhattensis,molgula manhattensis
w-asc-103796,sea clod,animalia,chordata,ascidiacea,pleurogona,molgulidae,NA,molgula retortiformis,molgula retortiformis
w-asc-250062,,animalia,chordata,ascidiacea,pleurogona,pyuridae,NA,bathypera ovoida,bathypera ovoida
w-asc-103814,spiny-tipped tunicate,animalia,chordata,ascidiacea,pleurogona,pyuridae,NA,boltenia echinata,boltenia echinata
w-asc-103815,stalked tunicate,animalia,chordata,ascidiacea,pleurogona,pyuridae,NA,boltenia ovifera,boltenia ovifera
w-asc-250073,spiny-headed sea squirt,animalia,chordata,ascidiacea,pleurogona,pyuridae,NA,boltenia villosa,boltenia villosa
w-asc-250674,pacific sea peach,animalia,chordata,ascidiacea,pleurogona,pyuridae,NA,halocynthia aurantium,halocynthia aurantium
w-asc-250677,bristly tunicate,animalia,chordata,ascidiacea,pleurogona,pyuridae,NA,halocynthia igaboja,halocynthia igaboja
w-asc-251266,warty tunicate,animalia,chordata,ascidiacea,pleurogona,pyuridae,NA,pyura haustor,pyura haustor
w-pol-333269,feather duster worm,animalia,annelida,polychaeta,canalipalpata,sabellidae,NA,eudistylia polymorpha,eudistylia polymorpha
w-asc-103862,golden star tunicate,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,botryllus schlosseri,botryllus schlosseri
w-pol-333271,northern feather-duster worm,animalia,annelida,polychaeta,canalipalpata,sabellidae,NA,eudistylia vancouveri,eudistylia vancouveri
w-asc-173855,,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,cnemidocarpa drygalskii,cnemidocarpa drygalskii
w-asc-103870,shiny red sea squirt,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,cnemidocarpa finmarkiensis,cnemidocarpa finmarkiensis
slb-3888,,animalia,annelida,polychaeta,canalipalpata,sabellidae,NA,fabricia sabella,fabricia stellaris
w-asc-250827,colonial tunicate,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,metandrocarpa dura,metandrocarpa dura
w-asc-250836,taylor's social tunicate,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,metandrocarpa taylori,metandrocarpa taylori
w-asc-103894,,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,pelonaia corrugata,pelonaia corrugata
w-asc-103926,rough sea tunicate,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,styela canopus,styela canopus
w-asc-103930,pimpled sea squirt,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,styela coriacea,styela coriacea
w-asc-103933,peanut sea squirt,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,styela gibbsii,styela gibbsii
w-asc-240756,stalked sea squirt,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,styela montereyensis,styela montereyensis
w-asc-173969,,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,styela squamosa,styela squamosa
w-asc-251417,,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,styela tenuibranchia,styela tenuibranchia
w-pol-130932,sabellid worm,animalia,annelida,polychaeta,canalipalpata,sabellidae,NA,myxicola infundibulum,myxicola infundibulum
w-pol-131218,,animalia,annelida,polychaeta,sabellida,serpulidae,NA,pileolaria berkeleyana,pileolaria berkeleyana
w-pol-334720,fragile tube worm,animalia,annelida,polychaeta,sabellida,serpulidae,NA,salmacina tribranchiata,salmacina tribranchiata
w-pol-131051,serpulid worm,animalia,annelida,polychaeta,sabellida,serpulidae,NA,serpula vermicularis,serpula vermicularis
w-pol-333121,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,boccardiella hamata,boccardiella hamata
w-pol-131128,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,laonice cirrata,laonice cirrata
w-pol-131140,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,paraprionospio pinnata,paraprionospio pinnata
w-pol-131143,whip mudworm,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,polydora cornuta,polydora cornuta
slb-4209,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,polydora socialis,dipolydora socialis
slb-4227,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,prionospio malmgreni,prionospio malmgreni
w-pol-131164,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,prionospio steenstrupi,prionospio steenstrupi
w-pol-131167,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,pseudopolydora kempi,pseudopolydora kempi
slb-4271,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,scolelepis squamata,scolelepis squamata
w-pol-131183,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,spio filicornis,spio filicornis
w-pol-334829,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,spiophanes berkeleyorum,spiophanes berkeleyorum
w-pol-131187,bee spionid,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,spiophanes bombyx,spiophanes bombyx
w-pol-131191,bar-gilled mudworm,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,streblospio benedicti,streblospio benedicti
w-pol-131242,scutate stermaspid worm,animalia,annelida,polychaeta,canalipalpata,sternaspidae,NA,sternaspis scutata,sternaspis scutata
w-pol-131489,strawberry worm,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,eupolymnia nebulosa,eupolymnia nebulosa
w-pol-131495,sand mason worm,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,lanice conchilega,lanice conchilega
w-pol-131508,,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,nicolea zostericola,nicolea zostericola
w-pol-330754,,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,pista brevibranchiata,pista brevibranchiata
w-pol-131516,,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,pista cristata,pista cristata
w-pol-868065,fiber tube worm,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,pista maculata,pista maculata
w-pol-332560,terebellid worm,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,thelepus crispus,thelepus crispus
w-pol-131544,spaghetti worm,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,thelepus setosus,thelepus setosus
w-pol-131574,,animalia,annelida,polychaeta,canalipalpata,trichobranchidae,NA,trichobranchus glacialis,trichobranchus glacialis
w-pol-129876,,animalia,annelida,polychaeta,not assigned,capitellidae,NA,capitella capitata,capitella capitata
w-pol-129884,,animalia,annelida,polychaeta,not assigned,capitellidae,NA,heteromastus filiformis,heteromastus filiformis
w-pol-157482,,animalia,annelida,polychaeta,not assigned,capitellidae,NA,mediomastus ambiseta,mediomastus ambiseta
w-pol-157483,,animalia,annelida,polychaeta,not assigned,capitellidae,NA,mediomastus californiensis,mediomastus californiensis
w-pol-129898,bristleworms nei,animalia,annelida,polychaeta,not assigned,capitellidae,NA,notomastus latericeus,notomastus latericeus
w-pol-334241,,animalia,annelida,polychaeta,not assigned,capitellidae,NA,notomastus tenuis,notomastus tenuis
w-pol-130279,bamboo worm,animalia,annelida,polychaeta,not assigned,maldanidae,NA,clymenella torquata,clymenella torquata
w-pol-130303,,animalia,annelida,polychaeta,not assigned,maldanidae,NA,maldane glebifex,maldane glebifex
w-pol-130305,bambooworm,animalia,annelida,polychaeta,not assigned,maldanidae,NA,maldane sarsi,maldane sarsi
w-pol-130324,,animalia,annelida,polychaeta,not assigned,maldanidae,NA,praxillella gracilis,praxillella gracilis
w-pol-155463,,animalia,annelida,polychaeta,not assigned,opheliidae,NA,ophelia denticulata,ophelia denticulata
w-pol-130500,,animalia,annelida,polychaeta,not assigned,opheliidae,NA,ophelina acuminata,ophelina acuminata
w-pol-130503,,animalia,annelida,polychaeta,not assigned,opheliidae,NA,ophelina cylindricaudata,ophelina cylindricaudata
w-pol-130510,,animalia,annelida,polychaeta,not assigned,opheliidae,NA,polyophthalmus pictus,polyophthalmus pictus
w-pol-334058,,animalia,annelida,polychaeta,not assigned,orbiniidae,NA,naineris grubei,naineris grubei
slb-4736,,animalia,annelida,polychaeta,not assigned,orbiniidae,NA,scoloplos acmeceps,scoloplos acmeceps
slb-4794,,animalia,annelida,polychaeta,not assigned,paraonidae,NA,aricidea wassi,aricidea wassi
w-pol-146932,,animalia,annelida,polychaeta,not assigned,paraonidae,NA,paraonis fulgens,paraonis fulgens
w-pol-130860,,animalia,annelida,polychaeta,not assigned,questidae,NA,questa caudicirra,questa caudicirra
w-pol-326667,,animalia,annelida,polychaeta,not assigned,scalibregmatidae,NA,asclerocheilus beringianus,asclerocheilus beringianus
w-pol-130980,,animalia,annelida,polychaeta,not assigned,scalibregmatidae,NA,scalibregma inflatum,scalibregma inflatum
its-mam-180547,sea otter,animalia,chordata,mammalia,carnivora,mustelidae,7750,enhydra lutris,enhydra lutris
its-64279,,animalia,acanthocephala,palaeacanthocephala,echinorhynchida,echinorhynchidae,NA,echinorhynchus gadi,echinorhynchus gadi
its-mam-180639,walrus,animalia,chordata,mammalia,carnivora,odobenidae,15106,odobenus rosmarus,odobenus rosmarus
its-mam-180627,northern fur seal,animalia,chordata,mammalia,carnivora,otariidae,3590,callorhinus ursinus,callorhinus ursinus
its-mam-180625,steller's sea lion,animalia,chordata,mammalia,carnivora,otariidae,8239,eumetopias jubatus,eumetopias jubatus
its-mam-180621,california sea lion,animalia,chordata,mammalia,carnivora,otariidae,41666,zalophus californianus,zalophus californianus
its-mam-180655,bearded seal,animalia,chordata,mammalia,carnivora,phocidae,8010,erignathus barbatus,erignathus barbatus
its-mam-622021,ribbon seal,animalia,chordata,mammalia,carnivora,phocidae,41670,histriophoca fasciata,histriophoca fasciata
its-mam-180672,northern elephant seal,animalia,chordata,mammalia,carnivora,phocidae,13581,mirounga angustirostris,mirounga angustirostris
its-mam-180642,larga seal,animalia,chordata,mammalia,carnivora,phocidae,17023,phoca largha,phoca largha
its-mam-180649,harbour seal,animalia,chordata,mammalia,carnivora,phocidae,17013,phoca vitulina,phoca vitulina
its-mam-622018,ringed seal,animalia,chordata,mammalia,carnivora,phocidae,41672,pusa hispida,pusa hispida
its-mam-612591,north pacific right whale,animalia,chordata,mammalia,cetacea,balaenidae,41711,eubalaena japonica,eubalaena japonica
its-mam-180524,northern minke whale,animalia,chordata,mammalia,cetacea,balaenopteridae,2474,balaenoptera acutorostrata,balaenoptera acutorostrata
its-mam-180526,sei whale,animalia,chordata,mammalia,cetacea,balaenopteridae,2475,balaenoptera borealis,balaenoptera borealis
its-mam-180528,blue whale,animalia,chordata,mammalia,cetacea,balaenopteridae,2477,balaenoptera musculus,balaenoptera musculus
its-mam-180527,fin whale,animalia,chordata,mammalia,cetacea,balaenopteridae,2478,balaenoptera physalus,balaenoptera physalus
its-mam-180530,humpback whale,animalia,chordata,mammalia,cetacea,balaenopteridae,13006,megaptera novaeangliae,megaptera novaeangliae
its-mam-555654,long-beaked common dolphin,animalia,chordata,mammalia,cetacea,delphinidae,6337,delphinus capensis,cephalorhynchus heavisidii
its-mam-180438,common dolphin,animalia,chordata,mammalia,cetacea,delphinidae,6336,delphinus delphis,delphinus delphis
its-mam-180457,risso's dolphin,animalia,chordata,mammalia,cetacea,delphinidae,9461,grampus griseus,grampus griseus
its-mam-180444,pacific white-sided dolphin,animalia,chordata,mammalia,cetacea,delphinidae,11145,lagenorhynchus obliquidens,lagenorhynchus obliquidens
its-mam-180454,northern right whale dolphin,animalia,chordata,mammalia,cetacea,delphinidae,12125,lissodelphis borealis,lissodelphis borealis
its-mam-180469,killer whale,animalia,chordata,mammalia,cetacea,delphinidae,15421,orcinus orca,orcinus orca
its-mam-180463,false killer whale,animalia,chordata,mammalia,cetacea,delphinidae,18596,pseudorca crassidens,pseudorca crassidens
its-mam-180434,striped dolphin,animalia,chordata,mammalia,cetacea,delphinidae,20731,stenella coeruleoalba,stenella coeruleoalba
its-mam-180426,bottlenose dolphin,animalia,chordata,mammalia,cetacea,delphinidae,22563,tursiops truncatus,tursiops truncatus
its-mam-180521,gray whale,animalia,chordata,mammalia,cetacea,eschrichtiidae,8097,eschrichtius robustus,eschrichtius robustus
its-mam-180491,pygmy sperm whale,animalia,chordata,mammalia,cetacea,kogiidae,11047,kogia breviceps,kogia breviceps
its-mam-180483,beluga,animalia,chordata,mammalia,cetacea,monodontidae,6335,delphinapterus leucas,delphinapterus leucas
its-mam-180473,harbour porpoise,animalia,chordata,mammalia,cetacea,phocoenidae,17027,phocoena phocoena,phocoena phocoena
its-mam-180480,dall's porpoise,animalia,chordata,mammalia,cetacea,phocoenidae,17032,phocoenoides dalli,phocoenoides dalli
its-mam-180496,baird's beaked whale,animalia,chordata,mammalia,cetacea,ziphiidae,2763,berardius bairdii,berardius bairdii
