am_sid,comname,kingdom,phylum,class,order,family,iucn_sid,am_sciname,sciname
fis-24974,canary rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes pinniger,sebastes pinniger
fis-24976,redstripe rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes proriger,sebastes proriger
fis-24978,yellowmouth rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes reedi,sebastes reedi
fis-30644,rosy rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes rosaceus,sebastes rosaceus
fis-24979,yelloweye rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes ruberrimus,sebastes ruberrimus
fis-24982,stripetail rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes saxicola,sebastes saxicola
fis-30887,harlequin rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes variegatus,sebastes variegatus
fis-24987,pygmy rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes wilsoni,sebastes wilsoni
fis-24988,sharpchin rockfish,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastes zacentrus,sebastes zacentrus
fis-30888,shortspine thornyhead,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,29609,sebastolobus alascanus,sebastolobus alascanus
fis-30889,longspine thornyhead,animalia,chordata,actinopterygii,scorpaeniformes,sebastidae,NA,sebastolobus altivelis,sebastolobus altivelis
fis-24562,skilfish,animalia,chordata,actinopterygii,scorpaeniformes,anoplopomatidae,NA,erilepis zonifer,erilepis zonifer
fis-24672,kelp greenling,animalia,chordata,actinopterygii,scorpaeniformes,hexagrammidae,158882453,hexagrammos decagrammus,hexagrammos decagrammus
fis-24673,rock greenling,animalia,chordata,actinopterygii,scorpaeniformes,hexagrammidae,158882544,hexagrammos lagocephalus,hexagrammos lagocephalus
fis-24674,masked greenling,animalia,chordata,actinopterygii,scorpaeniformes,hexagrammidae,NA,hexagrammos octogrammus,hexagrammos octogrammus
fis-30817,whitespotted greenling,animalia,chordata,actinopterygii,scorpaeniformes,hexagrammidae,NA,hexagrammos stelleri,hexagrammos stelleri
fis-30854,painted greenling,animalia,chordata,actinopterygii,scorpaeniformes,hexagrammidae,NA,oxylebius pictus,oxylebius pictus
fis-24901,atka mackerel,animalia,chordata,actinopterygii,scorpaeniformes,hexagrammidae,NA,pleurogrammus monopterygius,pleurogrammus monopterygius
fis-30910,longspine combfish,animalia,chordata,actinopterygii,scorpaeniformes,hexagrammidae,NA,zaniolepis latipinnis,zaniolepis latipinnis
fis-150528,scaled sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,archistes biseriatus,archistes biseriatus
fis-24437,coralline sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,artedius corallinus,artedius corallinus
fis-30765,padded sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,artedius fenestralis,artedius fenestralis
fis-24439,scalyhead sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,artedius harringtoni,artedius harringtoni
fis-24440,smoothhead sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,artedius lateralis,artedius lateralis
fis-30766,puget sound sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,ruscarius meanyi,ruscarius meanyi
fis-30768,rosylip sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,ascelichthys rhodorus,ascelichthys rhodorus
fis-30769,spinynose sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,asemichthys taylori,asemichthys taylori
fis-30774,crested sculpin,animalia,chordata,actinopterygii,scorpaeniformes,hemitripteridae,NA,blepsias bilobus,blepsias bilobus
fis-24467,silverspotted sculpin,animalia,chordata,actinopterygii,scorpaeniformes,hemitripteridae,NA,blepsias cirrhosus,blepsias cirrhosus
fis-24498,roughback sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,chitonotus pugetensis,chitonotus pugetensis
fis-24511,sharpnose sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,clinocottus acuticeps,clinocottus acuticeps
fis-24513,calico sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,clinocottus embryum,clinocottus embryum
fis-24514,mosshead sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,155094,clinocottus globiceps,clinocottus globiceps
fis-30807,spinyhead sculpin,animalia,chordata,actinopterygii,scorpaeniformes,psychrolutidae,NA,dasycottus setiger,dasycottus setiger
fis-24552,buffalo sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,enophrys bison,enophrys bison
fis-24553,antlered sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,enophrys diceraus,enophrys diceraus
fis-24554,leister sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,enophrys lucasi,enophrys lucasi
fis-14939,soft sculpin,animalia,chordata,actinopterygii,scorpaeniformes,psychrolutidae,NA,psychrolutes sigalutes,psychrolutes sigalutes
fis-24652,armorhead sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,gymnocanthus galeatus,gymnocanthus galeatus
fis-24668,red irish lord,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,hemilepidotus hemilepidotus,hemilepidotus hemilepidotus
fis-115192,brown irish lord,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,hemilepidotus spinosus,hemilepidotus spinosus
fis-24671,bigmouth sculpin,animalia,chordata,actinopterygii,scorpaeniformes,hemitripteridae,NA,hemitripterus bolini,hemitripterus bolini
fis-30821,northern sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,icelinus borealis,icelinus borealis
fis-30822,dusky sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,icelinus burchami,icelinus burchami
fis-30824,threadfin sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,155216,icelinus filamentosus,icelinus filamentosus
fis-30825,fringed sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,icelinus fimbriatus,icelinus fimbriatus
fis-30827,spotfin sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,icelinus tenuis,icelinus tenuis
fis-30828,spatulate sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,icelus spatula,icelus spatula
fis-30829,thorny sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,icelus spiniger,icelus spiniger
fis-30830,longfin sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,jordania zonope,jordania zonope
fis-30832,pacific staghorn sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,202670,leptocottus armatus,leptocottus armatus
fis-30843,blackfin sculpin,animalia,chordata,actinopterygii,scorpaeniformes,psychrolutidae,NA,malacocottus kincaidi,malacocottus kincaidi
fis-24767,belligerent sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,megalocottus platycephalus,megalocottus platycephalus
fis-24768,butterfly sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,154722,hemilepidotus papilio,hemilepidotus papilio
fis-24773,brightbelly sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,microcottus sellaris,microcottus sellaris
fis-24808,great sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,myoxocephalus polyacanthocephalus,myoxocephalus polyacanthocephalus
fis-24809,fourhorn sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,14214,myoxocephalus quadricornis,myoxocephalus quadricornis
fis-24812,sailfin sculpin,animalia,chordata,actinopterygii,scorpaeniformes,hemitripteridae,NA,nautichthys oculofasciatus,nautichthys oculofasciatus
fis-24813,eyeshade sculpin,animalia,chordata,actinopterygii,scorpaeniformes,hemitripteridae,NA,nautichthys pribilovius,nautichthys pribilovius
fis-30847,shortmast sculpin,animalia,chordata,actinopterygii,scorpaeniformes,hemitripteridae,NA,nautichthys robustus,nautichthys robustus
fis-30851,tidepool sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,oligocottus maculosus,oligocottus maculosus
fis-24825,saddleback sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,oligocottus rimensis,oligocottus rimensis
fis-30852,fluffy sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,oligocottus snyderi,oligocottus snyderi
fis-30857,thornback sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,paricelinus hopliticus,paricelinus hopliticus
fis-30881,tadpole sculpin,animalia,chordata,actinopterygii,scorpaeniformes,psychrolutidae,NA,psychrolutes paradoxus,psychrolutes paradoxus
fis-30882,slim sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,radulinus asprellus,radulinus asprellus
fis-30883,darter sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,radulinus boleoides,radulinus boleoides
fis-14977,grunt sculpin,animalia,chordata,actinopterygii,scorpaeniformes,rhamphocottidae,NA,rhamphocottus richardsonii,rhamphocottus richardsonii
fis-155578,cabezon,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,scorpaenichthys marmoratus,scorpaenichthys marmoratus
fis-30901,manacled sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,synchirus gilli,synchirus gilli
fis-25035,roughspine sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,triglops macellus,triglops macellus
fis-62940,ribbed sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,triglops pingelii,triglops pingelii
fis-30905,spectacled sculpin,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,NA,triglops scepticus,triglops scepticus
fis-30759,kelp poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,agonomalus mozinoi,agonomalus mozinoi
fis-24404,northern spearnose poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,agonopsis vulsa,agonopsis vulsa
fis-147788,sturgeon poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,podothecus accipenserinus,podothecus accipenserinus
fis-24421,smooth alligatorfish,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,anoplagonus inermis,anoplagonus inermis
fis-24441,alligatorfish,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,aspidophoroides monopterygius,aspidophoroides monopterygius
fis-24456,gray starsnout,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,bathyagonus alascanus,bathyagonus alascanus
fis-24457,spinycheek starsnout,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,bathyagonus infraspinatus,bathyagonus infraspinatus
fis-30773,blackfin poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,bathyagonus nigripinnis,bathyagonus nigripinnis
fis-24458,bigeye poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,bathyagonus pentacanthus,bathyagonus pentacanthus
fis-24468,rockhead,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,bothragonus swanii,bothragonus swanii
fis-24693,fourhorn poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,hypsagonus quadricornis,hypsagonus quadricornis
fis-125929,warty poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,chesnonia verrucosa,chesnonia verrucosa
fis-30850,pygmy poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,odontopyxis trispinosa,odontopyxis trispinosa
fis-24846,tubenose poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,pallasina barbata,pallasina barbata
fis-24941,longnose poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,sarritor leptorhynchus,sarritor leptorhynchus
fis-25004,pricklebreast poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,stellerina xyosterna,stellerina xyosterna
fis-25041,blacktip poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,xeneretmus latifrons,xeneretmus latifrons
fis-30906,smooth-eye poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,xeneretmus leiops,xeneretmus leiops
fis-25042,bluespotted poacher,animalia,chordata,actinopterygii,scorpaeniformes,agonidae,NA,xeneretmus triacanthus,xeneretmus triacanthus
fis-24433,smooth lumpsucker,animalia,chordata,actinopterygii,scorpaeniformes,cyclopteridae,NA,aptocyclus ventricosus,aptocyclus ventricosus
fis-30777,blacktail snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,careproctus melanurus,careproctus melanurus
fis-24611,pacific spiny lumpsucker,animalia,chordata,actinopterygii,scorpaeniformes,cyclopteridae,NA,eumicrotremus orbis,eumicrotremus orbis
fis-24744,spotted snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis callyodon,liparis callyodon
fis-30834,ribbon snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis cyclopus,liparis cyclopus
fis-30835,variegated snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis gibbus,liparis gibbus
fis-30836,marbled snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis dennyi,liparis dennyi
fis-24745,tidepool snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis florae,liparis florae
fis-30837,slipskin snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis fucensis,liparis fucensis
fis-30840,slimy snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis mucosus,liparis mucosus
fis-30841,showy snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis pulchellus,liparis pulchellus
fis-24746,ringtail snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,liparis rutteri,liparis rutteri
fis-30848,tadpole snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,nectoliparis pelagicus,nectoliparis pelagicus
fis-30856,prickly snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,paraliparis deani,paraliparis deani
fis-8227,lobefin snailfish,animalia,chordata,actinopterygii,scorpaeniformes,liparidae,NA,polypera greeni,polypera greeni
fis-24507,pacific sanddab,animalia,chordata,actinopterygii,pleuronectiformes,paralichthyidae,NA,citharichthys sordidus,citharichthys sordidus
fis-30787,speckled sanddab,animalia,chordata,actinopterygii,pleuronectiformes,paralichthyidae,NA,citharichthys stigmaeus,citharichthys stigmaeus
fis-24545,deep-sea sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,embassichthys bathybius,embassichthys bathybius
fis-24555,petrale sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,154977,eopsetta jordani,eopsetta jordani
fis-10768,rex sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,glyptocephalus zachirus,glyptocephalus zachirus
fis-30819,bering flounder,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,hippoglossoides robustus,hippoglossoides robustus
fis-24715,butter sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,isopsetta isolepis,isopsetta isolepis
fis-17283,longhead dab,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,limanda proboscidea,limanda proboscidea
fis-24759,slender sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,154845,lyopsetta exilis,lyopsetta exilis
fis-24786,dover sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,microstomus pacificus,microstomus pacificus
fis-30858,english sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,parophrys vetulus,parophrys vetulus
fis-24899,starry flounder,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,19014407,platichthys stellatus,platichthys stellatus
fis-30865,c-o sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,pleuronichthys coenosus,pleuronichthys coenosus
fis-30866,curlfin sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,pleuronichthys decurrens,pleuronichthys decurrens
fis-30880,pacific sand sole,animalia,chordata,actinopterygii,pleuronectiformes,pleuronectidae,NA,psettichthys melanostictus,psettichthys melanostictus
fis-136019,oceanic puffer,animalia,chordata,actinopterygii,tetraodontiformes,tetraodontidae,NA,lagocephalus lagocephalus,lagocephalus lagocephalus
fis-25001,blunthead puffer,animalia,chordata,actinopterygii,tetraodontiformes,tetraodontidae,12103,sphoeroides pachygaster,sphoeroides pachygaster
fis-30919,redmouth whalefish,animalia,chordata,actinopterygii,cetomimiformes,rondeletiidae,60483273,rondeletia loricata,rondeletia loricata
fis-30920,velvet whalefish,animalia,chordata,actinopterygii,cetomimiformes,barbourisiidae,21110276,barbourisia rufa,barbourisia rufa
fis-25178,topside lampfish,animalia,chordata,actinopterygii,myctophiformes,myctophidae,190261,notolychnus valdiviae,notolychnus valdiviae
fis-31020,kroyer's deep-sea angler fish,animalia,chordata,actinopterygii,lophiiformes,ceratiidae,18127741,ceratias holboelli,ceratias holboelli
